time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-04-12T06:59:24.330Z,18.1531,-68.3256,114,2.67,md,9,205,1.2247,0.7,pr,pr2019102004,2019-04-13T05:02:00.040Z,"68km S of Boca de Yuma, Dominican Republic",earthquake,9.01,4.24,0.32,8,reviewed,pr,pr
2019-04-12T06:26:01.418Z,26.2184,129.4949,2.8,4.9,mb,,70,1.256,0.86,us,us700034tc,2019-04-12T06:48:08.040Z,"156km ESE of Nago, Japan",earthquake,6.7,5.3,0.078,52,reviewed,us,us
2019-04-12T05:12:34.510Z,12.6432,-87.9252,63.87,4.4,mb,,166,0.884,0.82,us,us700034t0,2019-04-12T05:55:08.040Z,"52km WSW of Jiquilillo, Nicaragua",earthquake,8.1,13.1,0.069,61,reviewed,us,us
2019-04-12T04:21:47.827Z,64.5332,-159.5215,4.1,3,ml,,,,0.62,ak,ak0194orbqim,2019-04-12T04:40:12.040Z,"95km NE of Unalakleet, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-04-12T03:51:21.610Z,31.0989,-87.3423,5,2.6,ml,,222,0.129,0.61,us,us700034sa,2019-04-13T13:33:46.695Z,"13km NW of Flomaton, Alabama",earthquake,1.5,1.9,0.128,8,reviewed,us,us
2019-04-12T03:46:36.630Z,19.9645,121.4608,10,4.8,mb,,113,2.861,1.02,us,us700034rw,2019-04-12T04:03:55.040Z,"59km SW of Sabtang, Philippines",earthquake,9,1.9,0.062,81,reviewed,us,us
2019-04-12T03:37:36.941Z,60.788,-149.3356,27.8,2.8,ml,,,,0.57,ak,ak0194oqtpga,2019-04-12T20:56:20.040Z,"35km W of Whittier, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-04-12T03:21:11.969Z,59.7855,-153.1506,98.1,2.8,ml,,,,0.62,ak,ak0194oqq82n,2019-04-12T21:25:12.040Z,"74km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-12T03:08:54.660Z,18.8386,-67.3036,45,2.63,md,12,274,0.418,0.45,pr,pr2019102002,2019-04-12T07:48:37.396Z,"44km NNW of San Antonio, Puerto Rico",earthquake,1.95,5.01,0.27,12,reviewed,pr,pr
2019-04-12T02:47:54.861Z,69.5775,-144.2045,0,3,ml,,,,0.83,ak,ak0194oqag7z,2019-04-12T04:41:57.040Z,"65km SSW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-04-12T02:44:00.920Z,23.8484,124.9974,35,4.5,mb,,123,1.915,1.14,us,us700034r9,2019-04-12T10:46:43.255Z,"101km ESE of Ishigaki, Japan",earthquake,5.4,1.9,0.156,12,reviewed,us,us
2019-04-12T02:36:47.587Z,59.7714,-153.0591,96,2.5,ml,,,,0.7,ak,ak0194oq830w,2019-04-12T02:41:39.792Z,"68km W of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-04-12T02:28:52.435Z,-18.0117,-179.3023,616.53,4.6,mb,,55,2.532,0.94,us,us700034r4,2019-04-12T12:33:50.680Z,"225km SE of Lambasa, Fiji",earthquake,13.1,7.1,0.089,38,reviewed,us,us
2019-04-12T02:04:48.114Z,12.4696,-89.1731,35,4.3,mb,,194,1.926,1.16,us,us700034qw,2019-04-12T02:42:45.040Z,"112km SW of Puerto El Triunfo, El Salvador",earthquake,7.8,2,0.111,23,reviewed,us,us
2019-04-12T01:05:47.400Z,18.9925,-66.655,20,2.53,md,3,328,0.6534,0.23,pr,pr2019102000,2019-04-12T05:42:33.188Z,"57km N of Arecibo, Puerto Rico",earthquake,2.47,19.68,0.03,3,reviewed,pr,pr
2019-04-12T00:48:37.214Z,7.8319,-82.6567,10,4.6,mb,,148,0.872,0.92,us,us700034qh,2019-04-12T04:28:55.040Z,"32km SE of Punta de Burica, Panama",earthquake,7.2,1.9,0.052,111,reviewed,us,us
2019-04-12T00:31:27.570Z,-47.2391,-13.2689,10,5,mb,,77,10.188,0.63,us,us700034qe,2019-04-12T04:31:09.040Z,"Southern Mid-Atlantic Ridge",earthquake,10.2,1.8,0.079,52,reviewed,us,us
2019-04-12T00:09:40.169Z,63.3913,-147.5555,66.5,2.6,ml,,,,0.4,ak,ak0194oovetp,2019-04-12T05:18:17.040Z,"69km E of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-04-11T23:26:10.173Z,59.8963,-153.2171,116.2,2.9,ml,,,,0.63,ak,ak0194nf4m7r,2019-04-12T05:14:06.040Z,"70km SSW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-11T23:23:21.593Z,57.9419,-152.6247,37.7,3.2,ml,,,,0.74,ak,ak0194nf3zv8,2019-04-12T04:36:42.040Z,"19km N of Kodiak Station, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-04-11T22:38:47.860Z,18.9081,-67.2966,20,2.59,md,5,301,0.478,0.19,pr,pr2019101011,2019-04-11T23:57:33.192Z,"50km NNW of San Antonio, Puerto Rico",earthquake,1.67,17.98,0.27,5,reviewed,pr,pr
2019-04-11T22:34:26.057Z,0.7564,126.2251,46.78,4.6,mb,,60,1.141,0.69,us,us700034pc,2019-04-11T23:06:10.040Z,"127km W of Kota Ternate, Indonesia",earthquake,8.4,1,0.1,30,reviewed,us,us
2019-04-11T22:28:10.876Z,-31.9225,57.1422,10,5,mb,,58,10.781,0.68,us,us700034pa,2019-04-12T04:40:41.040Z,"Southwest Indian Ridge",earthquake,10.1,1.8,0.063,79,reviewed,us,us
2019-04-11T22:24:20.579Z,-5.6354,152.391,10,4.8,mb,,156,1.452,0.78,us,us700034p6,2019-04-12T04:42:26.040Z,"142km S of Kokopo, Papua New Guinea",earthquake,9.5,1.9,0.081,47,reviewed,us,us
2019-04-11T22:03:49.243Z,43.3315,-110.7826,5,2.5,ml,,97,0.13,0.67,us,us700034nv,2019-04-12T17:52:49.210Z,"5km N of Hoback, Wyoming",earthquake,1,1.6,0.047,59,reviewed,us,us
2019-04-11T21:37:00.828Z,66.3079,-156.924,0,2.7,ml,,,,0.82,ak,ak0194ne032w,2019-04-12T05:11:27.040Z,"66km S of Kobuk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-04-11T21:31:50.116Z,-6.5114,148.6588,22,5.6,mww,,20,3.235,0.86,us,us700034nf,2019-04-13T16:46:45.040Z,"88km E of Finschhafen, Papua New Guinea",earthquake,6.7,1.4,0.057,30,reviewed,us,us
2019-04-11T21:13:27.746Z,38.5297,-115.6904,4.8,2.6,ml,15,119.27,0.843,0.1881,nn,nn00682069,2019-04-12T04:56:29.040Z,"30km SW of Currant, Nevada",earthquake,,5.9,0.26,6,reviewed,nn,nn
2019-04-11T20:11:00.752Z,31.0906,-87.1943,8.53,2.8,mb_lg,,82,0.055,0.6,us,us700034pm,2019-04-13T13:35:44.919Z,"11km W of Brewton, Alabama",earthquake,2.1,2.9,0.117,19,reviewed,us,us
2019-04-11T20:10:59.470Z,37.1043333,-121.4916667,-0.3,3.09,mw,71,48,0.03581,0.1,nc,nc73164200,2019-04-13T19:28:23.960Z,"11km ENE of San Martin, CA",earthquake,0.11,0.4,,4,reviewed,nc,nc
2019-04-11T19:53:45.889Z,26.2995,129.6078,10,4.9,mww,,62,1.309,1.39,us,us700034kz,2019-04-11T20:07:33.040Z,"165km E of Nago, Japan",earthquake,6,1.7,0.073,18,reviewed,us,us
2019-04-11T19:31:37.320Z,19.1055,-66.7958,37,3.5,md,21,223,0.6825,0.51,pr,pr2019101009,2019-04-11T20:20:20.146Z,"59km N of Hatillo, Puerto Rico",earthquake,1.92,8.94,0.19,16,reviewed,pr,pr
2019-04-11T17:52:42.962Z,24.8813,128.1977,10,5.1,mww,,46,1.947,1.07,us,us700034k3,2019-04-11T23:21:38.040Z,"147km SSE of Itoman, Japan",earthquake,7,1.9,0.073,18,reviewed,us,us
2019-04-11T17:43:52.231Z,61.4279,-150.0298,40.2,3.3,ml,,,,0.83,ak,ak0194nbnqwh,2019-04-12T19:41:42.314Z,"11km SSW of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-04-11T17:07:31.469Z,-24.6413,-69.916,56.36,4.9,mb,,76,0.444,1.65,us,us700034ju,2019-04-12T12:23:55.433Z,"101km NE of Taltal, Chile",earthquake,8.9,6.2,0.104,33,reviewed,us,us
2019-04-11T16:51:57.645Z,-6.409,150.5236,10,5.1,mb,,40,2.742,0.69,us,us700034ji,2019-04-13T14:02:01.040Z,"103km SSE of Kimbe, Papua New Guinea",earthquake,5.3,1.7,0.041,201,reviewed,us,us
2019-04-11T16:33:00.557Z,31.0821,-87.2156,7.04,2.5,mb_lg,,93,0.045,0.74,us,us700034pu,2019-04-12T22:41:17.040Z,"10km NNE of Flomaton, Alabama",earthquake,2.4,1.8,0.17,9,reviewed,us,us
2019-04-11T16:28:08.921Z,39.9672,-119.5613,11.4,2.8,ml,19,104.7,0.204,0.1691,nn,nn00682032,2019-04-12T17:59:51.040Z,"37km NNE of Spanish Springs, Nevada",earthquake,,1.9,0.22,6,reviewed,nn,nn
2019-04-11T16:03:16.908Z,26.2251,129.5226,25.93,4.8,mb,,57,1.274,0.89,us,us700034it,2019-04-12T17:53:08.040Z,"159km ESE of Nago, Japan",earthquake,7.9,5.1,0.042,176,reviewed,us,us
2019-04-11T15:50:31.295Z,-13.6772,-76.2085,62.4,4.8,mww,,80,1.789,0.98,us,us700034iq,2019-04-12T21:11:36.786Z,"2km NNE of Pisco, Peru",earthquake,6.6,4.7,0.103,9,reviewed,us,us
2019-04-11T13:05:29.520Z,34.1106667,-117.3161667,16.15,3.4,ml,205,11,0.01779,0.2,ci,ci38542824,2019-04-13T23:38:22.422Z,"3km SW of San Bernardino, CA",earthquake,0.09,0.2,0.162,327,reviewed,ci,ci
2019-04-11T12:22:08.910Z,19.0381,-66.8615,32,2.79,md,14,271,0.6228,0.48,pr,pr2019101008,2019-04-11T12:46:32.762Z,"61km NNE of Isabela, Puerto Rico",earthquake,2.04,9.94,0.46,12,reviewed,pr,pr
2019-04-11T10:42:45.609Z,64.737,-149.1761,18.9,4.4,ml,,,,0.74,ak,ak0194n7hhj6,2019-04-13T03:46:33.437Z,"18km N of North Nenana, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-04-11T10:12:48.510Z,18.4236,-67.5015,14,2.58,md,10,292,0.0451,0.16,pr,pr2019101007,2019-04-11T12:05:56.414Z,"28km WNW of Rincon, Puerto Rico",earthquake,0.77,0.69,0.3,10,reviewed,pr,pr
2019-04-11T09:26:43.843Z,58.3532,-137.2024,4.4,2.6,ml,,,,1.05,ak,ak0194n6sm83,2019-04-11T17:29:12.586Z,"85km W of Gustavus, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-11T08:18:20.536Z,40.4191,143.3042,12.24,6.1,mww,,75,1.598,0.78,us,us700034d3,2019-04-12T08:23:02.137Z,"144km NE of Miyako, Japan",earthquake,6.2,4.5,0.073,18,reviewed,us,us
2019-04-11T07:42:16.400Z,18.881,-67.4886,7,2.58,md,14,295,0.4966,0.33,pr,pr2019101005,2019-04-12T05:04:12.040Z,"60km NW of San Antonio, Puerto Rico",earthquake,2.39,2.15,0.21,13,reviewed,pr,pr
2019-04-11T06:44:30.330Z,19.5386,-65.175,56,3.1,md,6,337,1.7405,0.24,pr,pr2019101004,2019-04-11T08:57:17.886Z,"134km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.39,14.93,0.15,4,reviewed,pr,pr
2019-04-11T06:37:15.975Z,62.0191,-149.0301,18.8,2.7,ml,,,,0.67,ak,ak0194n52ma8,2019-04-11T07:24:49.040Z,"26km NNW of Sutton-Alpine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-11T06:15:49.426Z,52.6437,-168.0615,35,3.8,mb,,210,0.583,1.45,us,us700034bd,2019-04-11T16:23:36.146Z,"63km ESE of Nikolski, Alaska",earthquake,8.7,2,0.064,64,reviewed,us,us
2019-04-11T06:06:42.082Z,-60.8494,-148.6562,10,4.9,mb,,111,22.178,0.37,us,us700034ba,2019-04-11T06:43:02.040Z,"Pacific-Antarctic Ridge",earthquake,7,1.9,0.122,21,reviewed,us,us
2019-04-11T03:55:14.376Z,7.6384,94.2451,10,4.9,mb,,132,3.597,0.75,us,us700034a6,2019-04-11T04:14:44.040Z,"108km ESE of Mohean, India",earthquake,10.4,1.9,0.084,44,reviewed,us,us
2019-04-11T03:52:22.390Z,18.2361,-68.0451,87,2.77,md,7,197,0.4362,0.24,pr,pr2019101002,2019-04-11T08:56:11.798Z,"53km SE of Punta Cana, Dominican Republic",earthquake,5.16,2.62,0.28,6,reviewed,pr,pr
2019-04-11T03:50:39.213Z,7.6972,94.3004,10,5.1,mb,,97,3.596,0.97,us,us7000349v,2019-04-11T04:09:48.040Z,"112km ESE of Mohean, India",earthquake,4.9,1.9,0.056,105,reviewed,us,us
2019-04-11T02:39:30.019Z,7.7007,94.3804,10,4.9,mww,,96,3.54,0.88,us,us7000348u,2019-04-11T03:40:56.040Z,"120km ESE of Mohean, India",earthquake,7.5,1.8,0.08,15,reviewed,us,us
2019-04-11T01:39:54.596Z,27.5562,54.0344,10,4,mb,,102,3.249,0.69,us,us7000347r,2019-04-11T02:14:29.040Z,"15km SW of Gerash, Iran",earthquake,8.7,1.9,0.164,10,reviewed,us,us
2019-04-11T00:20:11.590Z,19.5103333,-154.8778333,38.18,2.59,ml,66,149,0.0171,0.11,hv,hv70903076,2019-04-11T00:52:41.530Z,"3km E of Nanawale Estates, Hawaii",earthquake,0.45,0.35,0.26,27,reviewed,hv,hv
2019-04-11T00:18:19.763Z,-33.9929,-70.2985,107.53,4.3,mwr,,45,0.163,0.8,us,us7000346r,2019-04-11T21:24:58.039Z,"40km ENE of Machali, Chile",earthquake,5.9,4.7,0.053,34,reviewed,us,us
2019-04-10T23:20:03.258Z,40.3258,-126.9105,10,3.1,ml,,264,2.133,0.77,us,us70003453,2019-04-11T06:25:31.439Z,"226km W of Ferndale, California",earthquake,4.9,2,0.053,46,reviewed,us,us
2019-04-10T23:11:54.660Z,19.8371667,-155.372,25.11,2.63,ml,46,84,0.05833,0.13,hv,hv70902916,2019-04-11T00:27:48.421Z,"27km W of Pepeekeo, Hawaii",earthquake,0.35,0.82,0.183,25,reviewed,hv,hv
2019-04-10T23:04:00.672Z,59.908,-152.528,81.8,2.5,ml,,,,0.63,ak,ak0194lrgj6v,2019-04-10T23:30:48.040Z,"41km WNW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-10T22:49:00.570Z,19.1356,-67.68,15,3.1,md,4,263,0.9372,0.48,pr,pr2019100012,2019-04-11T00:17:08.611Z,"93km NW of San Antonio, Puerto Rico",earthquake,8.47,14.78,0.08,3,reviewed,pr,pr
2019-04-10T22:48:09.581Z,51.0509,-175.2594,35,3.9,mb,,231,1.157,1.35,us,us7000344r,2019-04-10T23:24:39.040Z,"133km SE of Adak, Alaska",earthquake,8.6,2,0.101,26,reviewed,us,us
2019-04-10T21:29:39.750Z,18.8005,-66.4071,61,2.92,md,8,293,0.3458,0.15,pr,pr2019100011,2019-04-11T00:16:42.675Z,"37km N of Brenas, Puerto Rico",earthquake,0.97,1.15,0.2,7,reviewed,pr,pr
2019-04-10T21:13:57.678Z,59.1009,-137.9936,10.71,3.3,ml,,150,0.547,1.08,us,us7000341i,2019-04-10T21:28:48.040Z,"110km ESE of Yakutat, Alaska",earthquake,2.4,7.1,0.041,78,reviewed,us,us
2019-04-10T19:48:19.640Z,61.4824,-140.7644,4,3.4,ml,,,,0.44,ak,ak0194lpc9q3,2019-04-10T23:11:57.936Z,"182km NNE of Cape Yakataga, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-04-10T18:24:51.520Z,60.9375,-150.8678,0,3,ml,,,,0.81,ak,ak0194lolrhk,2019-04-10T18:29:25.438Z,"35km NE of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-04-10T17:52:34.002Z,59.6091,-153.8746,118.2,2.6,ml,,,,0.87,ak,ak0194lo6ahk,2019-04-10T18:02:38.956Z,"60km ESE of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-10T17:36:43.830Z,44.7013333,-112.4873333,10.33,2.57,ml,31,74,0.127,0.2,mb,mb80340024,2019-04-10T19:27:41.330Z,"10km NE of Lima, Montana",earthquake,0.41,0.7,0.206,22,reviewed,mb,mb
2019-04-10T17:12:03.448Z,64.4497,-147.954,10.3,2.7,ml,,,,0.91,ak,ak0194lnxnhe,2019-04-11T11:00:58.189Z,"43km SSW of Badger, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-04-10T17:04:50.948Z,61.4041,-149.9635,19.6,3.3,ml,,,,0.69,ak,ak0194lnw1ib,2019-04-12T19:41:33.406Z,"13km S of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-04-10T15:49:56.590Z,19.2675,-67.7221,9,2.96,md,8,232,0.9158,0.64,pr,pr2019100008,2019-04-10T21:55:16.040Z,"100km NE of Punta Cana, Dominican Republic",earthquake,4.75,6.79,0.23,6,reviewed,pr,pr
2019-04-10T15:09:34.347Z,7.6149,94.2041,10,4.7,mb,,159,3.612,0.67,us,us700033pp,2019-04-10T21:17:18.040Z,"105km ESE of Mohean, India",earthquake,10.4,1.9,0.085,42,reviewed,us,us
2019-04-10T14:11:31.675Z,44.0002,-128.854,10,4.7,mww,,183,3.483,0.86,us,us700033n5,2019-04-11T01:50:24.345Z,"Off the coast of Oregon",earthquake,10.4,1.9,0.05,39,reviewed,us,us
2019-04-10T13:08:09.437Z,-16.077,-69.59,226.84,4.6,mb,,127,1.417,1.07,us,us700033mf,2019-04-11T04:51:30.040Z,"8km E of Ilave, Peru",earthquake,8.8,6.5,0.097,32,reviewed,us,us
2019-04-10T11:51:29.434Z,-2.3214,139.1697,35,4.4,mb,,81,6.939,0.48,us,us700033lr,2019-04-10T12:16:54.040Z,"160km WNW of Abepura, Indonesia",earthquake,6.8,1.9,0.097,31,reviewed,us,us
2019-04-10T09:12:25.100Z,18.8825,-67.2865,17,2.68,md,5,331,0.4505,0.32,pr,pr2019100007,2019-04-10T10:56:35.217Z,"47km NNW of San Antonio, Puerto Rico",earthquake,3.33,1.79,0.09,5,reviewed,pr,pr
2019-04-10T08:02:25.452Z,51.7486,178.4549,99,3.1,ml,,,,0.49,ak,ak0194liipi2,2019-04-10T16:12:39.676Z,"22km S of Little Sitkin Island, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2019-04-10T07:28:53.149Z,2.7925,128.6379,219.37,5,mww,,98,2.375,1.39,us,us700033j0,2019-04-10T07:40:01.040Z,"136km NNE of Tobelo, Indonesia",earthquake,5.3,7.5,0.075,17,reviewed,us,us
2019-04-10T07:26:20.877Z,12.4254,144.7429,10,4.8,mb,,72,1.163,0.63,us,us700033j3,2019-04-11T12:23:37.040Z,"93km S of Inarajan Village, Guam",earthquake,11.2,1.9,0.062,80,reviewed,us,us
2019-04-10T06:59:36.020Z,18.9336,-68.7956,109,2.76,md,9,210,0.5897,0.14,pr,pr2019100005,2019-04-10T09:37:00.927Z,"27km ESE of Miches, Dominican Republic",earthquake,9.91,3.24,0.62,8,reviewed,pr,pr
2019-04-10T06:40:30.610Z,37.2452,-98.0403,6.43,2.5,mb_lg,,90,0.027,0.53,us,us700033ia,2019-04-10T22:07:46.040Z,"4km SSW of Harper, Kansas",earthquake,1.3,1.8,0.104,24,reviewed,us,us
2019-04-10T06:22:53.350Z,44.6918333,-112.487,10.72,3.35,ml,50,72,0.119,0.31,mb,mb80339974,2019-04-10T14:42:34.111Z,"10km NE of Lima, Montana",earthquake,0.44,0.67,0.308,34,reviewed,mb,mb
2019-04-10T05:57:56.582Z,-23.2902,168.9821,22.69,5,mb,,86,1.567,1.11,us,us700033hu,2019-04-10T06:49:33.040Z,"168km ESE of Vao, New Caledonia",earthquake,15.3,4.9,0.13,30,reviewed,us,us
2019-04-10T05:40:24.250Z,18.1505,-67.6975,60,2.59,md,15,186,0.32,0.43,pr,pr2019100004,2019-04-10T09:36:32.200Z,"51km WSW of Rincon, Puerto Rico",earthquake,1.93,1.58,0.28,13,reviewed,pr,pr
2019-04-10T05:39:35.918Z,10.588,-84.9278,10,4,ml,,127,0.296,1.03,us,us700033i9,2019-04-10T14:13:32.878Z,"13km NNE of Tilaran, Costa Rica",earthquake,2.3,2,0.077,22,reviewed,us,us
2019-04-10T04:32:11.370Z,39.0555,-110.9623333,17.46,3.17,ml,24,53,0.2135,0.23,uu,uu60320462,2019-04-13T04:27:44.371Z,"15km ESE of Ferron, Utah",earthquake,0.61,1.06,0.199,18,reviewed,uu,uu
2019-04-10T02:39:34.330Z,19.2676,-64.7878,46,2.83,md,11,339,1.6118,0.32,pr,pr2019100001,2019-04-10T05:58:13.411Z,"95km N of Road Town, British Virgin Islands",earthquake,3.52,19.31,0.25,9,reviewed,pr,pr
2019-04-10T02:33:29.085Z,66.247,-175.7853,10,4.1,mb,,141,3.026,0.77,us,us700033fm,2019-04-10T02:56:33.040Z,"152km E of Egvekinot, Russia",earthquake,6.1,1.9,0.083,40,reviewed,us,us
2019-04-10T01:41:33.350Z,44.6916667,-112.483,10.46,2.58,ml,30,85,0.117,0.17,mb,mb80339919,2019-04-10T17:10:27.320Z,"10km NE of Lima, Montana",earthquake,0.43,0.56,0.231,21,reviewed,mb,mb
2019-04-10T01:32:01.970Z,18.8471,-67.2145,20,2.7,md,5,328,0.3934,0.29,pr,pr2019100002,2019-04-10T05:57:43.363Z,"41km NNW of San Antonio, Puerto Rico",earthquake,2.2,18.86,0.02,3,reviewed,pr,pr
2019-04-10T00:47:40.697Z,-7.546,-13.5792,10,4.9,mb,,129,0.864,1.12,us,us700033ew,2019-04-10T02:02:53.040Z,"101km ENE of Georgetown, Saint Helena",earthquake,8.7,1.9,0.065,74,reviewed,us,us
2019-04-10T00:23:13.660Z,18.2425,-63.9245,106,3.09,md,3,351,2.1096,0.48,pr,pr2019100000,2019-04-10T05:56:58.430Z,"75km ESE of Road Town, British Virgin Islands",earthquake,20.78,25.97,0.35,2,reviewed,pr,pr
2019-04-09T23:40:22.980Z,18.1938,-67.4555,11,2.56,md,17,172,0.1921,0.39,pr,pr2019099012,2019-04-10T01:08:44.040Z,"26km WSW of Stella, Puerto Rico",earthquake,1.29,1.05,0.31,14,reviewed,pr,pr
2019-04-09T23:00:57.590Z,40.3066667,-124.595,18.18,2.7,md,26,262,0.1939,0.13,nc,nc73163280,2019-04-10T04:27:03.778Z,"26km W of Petrolia, CA",earthquake,0.38,0.39,0.178,25,reviewed,nc,nc
2019-04-09T22:57:49.931Z,24.1237,122.0164,10,4.7,mb,,72,0.388,0.98,us,us700033d7,2019-04-09T23:16:31.040Z,"44km ENE of Hualian, Taiwan",earthquake,4,1.8,0.066,69,reviewed,us,us
2019-04-09T20:24:13.380Z,23.9378,121.596,12.34,5,mb,,81,0.234,0.6,us,us600032iz,2019-04-11T18:30:24.953Z,"4km S of Hualian, Taiwan",earthquake,6.4,4.4,0.043,174,reviewed,us,us
2019-04-09T20:13:12.251Z,66.3072,-157.1711,3.41,2.6,ml,,29,0.168,0.42,us,us600032iw,2019-04-11T18:00:23.040Z,"68km S of Kobuk, Alaska",earthquake,2.1,8.5,0.029,152,reviewed,us,us
2019-04-09T20:00:59.696Z,55.8035,-149.2684,7.01,4,ml,,189,2.642,0.76,us,us600032hz,2019-04-11T17:54:17.040Z,"292km SE of Kodiak, Alaska",earthquake,5.6,7.7,0.045,64,reviewed,us,us
2019-04-09T19:50:24.345Z,66.43,-157.5097,11.6,2.7,ml,,,,0.58,ak,ak0194k1td00,2019-04-11T17:24:37.040Z,"67km SSW of Kobuk, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-04-09T18:11:13.882Z,44.6939,-112.5231,10,3.3,ml,,53,0.136,0.88,us,us600032ge,2019-04-11T16:14:28.664Z,"8km NE of Lima, Montana",earthquake,2,2,0.053,46,reviewed,us,us
