time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-04-09T18:08:46.072Z,44.6965,-112.504,15.62,4.4,mwr,,41,0.129,0.42,us,us600032fs,2019-04-12T22:34:36.544Z,"9km NE of Lima, Montana",earthquake,2,6.2,0.04,60,reviewed,us,us
2019-04-09T17:53:59.233Z,-58.5931,-25.2804,45.84,6.5,mww,,18,7.562,1.08,us,us600032fg,2019-04-11T15:37:24.318Z,"86km NE of Bristol Island, South Sandwich Islands",earthquake,8,3.5,0.049,40,reviewed,us,us
2019-04-09T17:42:21.910Z,-5.5058,147.4766,174.81,4.6,mb,,48,3.441,1.01,us,us600032f5,2019-04-11T14:52:08.040Z,"128km NNW of Finschhafen, Papua New Guinea",earthquake,8.7,7,0.087,41,reviewed,us,us
2019-04-09T17:41:00.972Z,54.1062,-164.5464,60,2.9,ml,,174,0.367,0.51,us,us7000339c,2019-04-10T21:57:22.040Z,"80km E of Akutan, Alaska",earthquake,3.8,11.6,0.085,18,reviewed,us,us
2019-04-09T16:30:00.312Z,37.4086,72.8435,54.72,4,mb,,103,0.949,1.1,us,us600032e2,2019-04-09T17:25:33.040Z,"68km NE of Khandud, Afghanistan",earthquake,6.8,20.5,0.232,5,reviewed,us,us
2019-04-09T16:25:14.124Z,69.0433,-144.7618,0.1,2.8,ml,,,,0.94,ak,ak0194jzvofe,2019-04-09T16:56:31.040Z,"112km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-09T15:13:21.970Z,23.9181,121.6066,5.87,4.8,mww,,73,0.254,0.73,us,us2000kcxv,2019-04-09T18:28:42.642Z,"6km S of Hualian, Taiwan",earthquake,3.8,4.5,0.071,19,reviewed,us,us
2019-04-09T14:24:30.083Z,36.6376,-113.4407,5,2.5,ml,,50,0.405,0.35,us,us2000kcx4,2019-04-10T02:05:36.644Z,"51km ESE of Littlefield, Arizona",earthquake,1,2,0.04,82,reviewed,us,us
2019-04-09T13:22:01.350Z,61.3173,-150.0706,41.5,2.9,ml,,,,0.94,ak,ak0194jy2pj7,2019-04-09T17:45:23.837Z,"14km NW of Anchorage, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-04-09T12:57:40.480Z,19.0781,-68.6176,35,2.84,md,15,174,0.6086,0.77,pr,pr2019099010,2019-04-09T14:53:36.417Z,"46km ENE of Miches, Dominican Republic",earthquake,3.02,10.34,0.7,9,reviewed,pr,pr
2019-04-09T12:46:33.053Z,52.7708,-164.5629,41.6,2.6,ml,,,,0.33,ak,ak0194jxmh6h,2019-04-09T17:26:56.856Z,"171km SSE of Akutan, Alaska",earthquake,,3490.5,,,reviewed,ak,ak
2019-04-09T12:29:50.321Z,-33.3743,-72.0681,20.54,4,ml,,102,0.472,0.8,us,us2000kcvl,2019-04-09T21:08:34.776Z,"47km WNW of Cartagena, Chile",earthquake,2,16.5,0.053,46,reviewed,us,us
2019-04-09T11:39:53.380Z,3.7464,-78.7119,14.24,5,mww,,129,1.898,0.97,us,us2000kcv2,2019-04-10T05:58:38.003Z,"139km NNW of Mosquera, Colombia",earthquake,6.9,4.2,0.073,18,reviewed,us,us
2019-04-09T11:22:43.100Z,40.398,-71.9855,7.06,3.04,ml,9,245,1.006,0.23,ld,ld60168101,2019-04-12T19:48:35.140Z,"53km SE of Southampton, New York",earthquake,1.25,31.61,0.233,11,reviewed,ld,ld
2019-04-09T09:34:14.390Z,31.147,-115.8911667,0.39,3.15,ml,12,222,0.2603,0.15,ci,ci37610730,2019-04-09T14:45:34.769Z,"90km SE of Maneadero, B.C., MX",earthquake,0.29,0.83,0.152,105,reviewed,ci,ci
2019-04-09T09:02:33.880Z,19.235,-67.9016,33,3.15,md,9,266,0.8661,0.4,pr,pr2019099008,2019-04-09T11:57:37.929Z,"89km NE of Punta Cana, Dominican Republic",earthquake,2.96,18.91,0.27,8,reviewed,pr,pr
2019-04-09T08:55:22.589Z,40.8566,143.1572,35.6,4.4,mb,,167,1.157,0.55,us,us2000kctd,2019-04-09T16:15:45.040Z,"145km ENE of Hachinohe, Japan",earthquake,5.1,9.3,0.103,29,reviewed,us,us
2019-04-09T08:16:51.040Z,18.0053,-68.2453,77,2.79,md,22,215,0.5265,0.67,pr,pr2019099004,2019-04-09T08:51:42.681Z,"56km SE of Boca de Yuma, Dominican Republic",earthquake,4.2,3.9,0.48,13,reviewed,pr,pr
2019-04-09T06:56:42.271Z,37.1934,-115.3733,8.4,2.5,ml,44,68.41,0.333,0.1467,nn,nn00681877,2019-04-12T13:28:46.040Z,"26km SW of Alamo, Nevada",earthquake,,3.8,0.35,26,reviewed,nn,nn
2019-04-09T04:24:44.265Z,56.3994,-148.6677,13.9,2.6,ml,,,,0.93,ak,ak0194jsqheu,2019-04-09T16:52:07.104Z,"274km ESE of Kodiak, Alaska",earthquake,,281.8,,,reviewed,ak,ak
2019-04-09T03:03:46.330Z,18.059,-68.1571,109,2.95,md,3,211,1.0488,0.27,pr,pr2019099002,2019-04-09T10:02:30.826Z,"59km SE of Boca de Yuma, Dominican Republic",earthquake,10.75,3.47,0.24,3,reviewed,pr,pr
2019-04-09T03:03:11.882Z,66.3061,-156.9191,0,3.3,ml,,,,1,ak,ak0194js0bob,2019-04-09T03:15:51.858Z,"67km S of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-04-09T02:57:57.130Z,-14.2927,167.3076,209.97,4.9,mb,,53,7.78,0.98,us,us2000kcqe,2019-04-09T03:17:11.040Z,"52km SSW of Sola, Vanuatu",earthquake,10.3,7.6,0.054,109,reviewed,us,us
2019-04-09T02:31:37.566Z,38.333,-115.8123,11,2.7,ml,23,107.77,0.691,0.2217,nn,nn00681867,2019-04-10T02:05:05.023Z,"51km ENE of Warm Springs, Nevada",earthquake,,2.4,0.37,8,reviewed,nn,nn
2019-04-09T00:44:45.620Z,66.3042,-157.2079,8.1,3.4,ml,,,,0.65,ak,ak0194jqgvwf,2019-04-12T05:08:02.040Z,"68km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-04-09T00:27:16.375Z,56.7462,-153.0672,5.7,3.2,ml,,,,0.83,ak,ak0194jqd6jx,2019-04-12T05:01:19.040Z,"102km SSE of Larsen Bay, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-04-08T23:45:32.730Z,32.0136667,-115.8041667,10.72,2.6,ml,21,220,0.1225,0.22,ci,ci37610570,2019-04-09T01:46:40.979Z,"64km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.84,0.97,0.173,22,reviewed,ci,ci
2019-04-08T23:30:45.008Z,18.8491,-69.7549,73.25,3.9,mb,,65,0.281,0.8,us,us2000kcmq,2019-04-10T13:07:38.717Z,"5km NNE of Monte Plata, Dominican Republic",earthquake,3.3,6.7,0.257,4,reviewed,us,us
2019-04-08T23:05:53.380Z,-15.5963,-172.9848,10,5.2,mb,,81,2.043,0.91,us,us2000kcm3,2019-04-08T23:33:28.040Z,"90km ENE of Hihifo, Tonga",earthquake,7.7,1.9,0.117,24,reviewed,us,us
2019-04-08T22:25:42.870Z,12.5297,-89.2736,41.94,5,mb,,132,1.86,1.17,us,us2000kcll,2019-04-09T00:54:26.371Z,"106km S of La Libertad, El Salvador",earthquake,8,6.7,0.028,418,reviewed,us,us
2019-04-08T22:24:25.180Z,16.6326,-94.3247,79.06,4.1,mb,,154,2.128,0.86,us,us2000kclf,2019-04-08T22:54:39.040Z,"16km N of Santo Domingo Zanatepec, Mexico",earthquake,11.1,28.8,0.151,12,reviewed,us,us
2019-04-08T21:49:14.100Z,33.234,-116.7768333,11.94,2.64,ml,93,17,0.01528,0.21,ci,ci37610370,2019-04-10T23:56:25.403Z,"2km SW of Lake Henshaw, CA",earthquake,0.13,0.4,0.137,26,reviewed,ci,ci
2019-04-08T21:15:48.931Z,63.0472,-150.696,121.5,2.6,ml,,,,0.57,ak,ak0194if9fnb,2019-04-08T22:25:33.040Z,"86km NNW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-04-08T20:15:44.770Z,-15.5784,-172.8458,10,5.1,mb,,73,1.955,1.28,us,us2000kcii,2019-04-08T20:35:06.040Z,"105km ENE of Hihifo, Tonga",earthquake,7.7,1.9,0.05,129,reviewed,us,us
2019-04-08T19:57:40.800Z,56.3443,-149.2686,4.3,4.9,mb,,141,2.314,0.73,us,us2000kchr,2019-04-08T21:14:03.040Z,"249km SE of Kodiak, Alaska",earthquake,6,4.3,0.035,256,reviewed,us,us
2019-04-08T17:53:11.320Z,-4.7261,145.1921,45.21,5,mww,,37,3.436,1.08,us,us2000kceu,2019-04-08T18:07:14.040Z,"86km NW of Madang, Papua New Guinea",earthquake,8.1,6.7,0.075,17,reviewed,us,us
2019-04-08T17:21:33.350Z,-64.6529,175.3855,10,4.9,mb,,71,13.522,1.05,us,us2000kce1,2019-04-08T17:46:48.040Z,"Balleny Islands region",earthquake,12.2,1.8,0.15,20,reviewed,us,us
2019-04-08T16:38:18.451Z,62.9681,-149.5992,74.4,2.5,ml,,,,0.65,ak,ak0194icf4pv,2019-04-08T18:52:44.040Z,"57km SW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-04-08T16:16:34.380Z,1.2618,127.011,132.58,5.1,mww,,72,0.602,0.74,us,us2000kccp,2019-04-08T18:49:57.040Z,"66km NW of Kota Ternate, Indonesia",earthquake,6.1,5,0.055,32,reviewed,us,us
2019-04-08T15:24:14.221Z,65.3974,-153.3526,11.5,4.6,ml,,,,0.95,ak,ak0194ibqout,2019-04-12T15:43:11.992Z,"64km WNW of Tanana, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2019-04-08T14:40:00.520Z,-24.0676,-67.161,201.68,4,mb,,98,1.451,1.08,us,us2000kcat,2019-04-08T15:17:14.040Z,"87km W of San Antonio de los Cobres, Argentina",earthquake,12.4,15,0.518,3,reviewed,us,us
2019-04-08T14:34:05.550Z,5.7353,-32.8454,10,4.6,mb,,64,17.842,0.71,us,us2000kcb1,2019-04-08T15:52:31.040Z,"Central Mid-Atlantic Ridge",earthquake,13.5,1.9,0.079,48,reviewed,us,us
2019-04-08T14:10:24.560Z,18.153,-67.361,15,2.77,md,7,213,0.2599,0.24,pr,pr2019098010,2019-04-08T16:06:11.240Z,"20km WNW of Puerto Real, Puerto Rico",earthquake,0.89,1.34,0.16,5,reviewed,pr,pr
2019-04-08T13:22:03.300Z,41.9501,142.3846,68.05,4.6,mb,,147,1.526,0.77,us,us2000kca5,2019-04-08T16:05:35.040Z,"42km S of Shizunai, Japan",earthquake,8.4,6.5,0.08,47,reviewed,us,us
2019-04-08T13:12:44.520Z,-6.8119,130.6903,117.69,4.8,mb,,99,1.31,0.76,us,us2000kc9y,2019-04-08T16:04:30.040Z,"143km NNW of Saumlaki, Indonesia",earthquake,7.8,6.7,0.114,24,reviewed,us,us
2019-04-08T13:02:07.690Z,47.8016666666667,-122.382166666667,26.61,2.55,ml,40,40,,0.17,uw,uw61516191,2019-04-09T05:07:26.003Z,"0km N of Woodway, Washington",earthquake,0.31,0.48,0.164252885007494,33,reviewed,uw,uw
2019-04-08T12:32:24.930Z,19.3715,-155.4975,9.28,2.57,ml,45,41,0.06175,0.11,hv,hv70898731,2019-04-08T19:15:54.040Z,"18km N of Pahala, Hawaii",earthquake,0.33,0.71,0.147,36,reviewed,hv,hv
2019-04-08T10:41:30.340Z,52.7378,-166.9099,25.78,4.6,mb,,151,1.135,1.2,us,us2000kc8j,2019-04-08T11:24:32.040Z,"128km SSW of Unalaska, Alaska",earthquake,8.4,5.3,0.054,105,reviewed,us,us
2019-04-08T10:11:08.924Z,62.3564,-149.5672,40.7,2.7,ml,,,,0.81,ak,ak0194i8opyy,2019-04-10T09:02:41.040Z,"26km NE of Y, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-04-08T08:48:36.950Z,18.5666,-68.967,134,2.55,md,7,193,0.588,0.56,pr,pr2019098006,2019-04-08T11:57:16.878Z,"2km SSE of Guaymate, Dominican Republic",earthquake,5.62,3.18,0.09,5,reviewed,pr,pr
2019-04-08T08:26:38.499Z,63.2057,-151.5623,9.9,2.6,ml,,,,1.02,ak,ak0194i7l4pv,2019-04-08T08:31:14.812Z,"123km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-08T08:20:39.660Z,31.1841,-103.2943,1.87,2.9,ml,,55,0.264,0.67,us,us2000kc70,2019-04-08T08:33:48.040Z,"32km SE of Pecos, Texas",earthquake,1.2,3.2,0.048,56,reviewed,us,us
2019-04-08T07:35:21.520Z,51.9108,-169.5701,24.93,4.7,mb,,137,1.149,1.27,us,us2000kc6e,2019-04-08T16:54:43.811Z,"111km SE of Yunaska Island, Alaska",earthquake,4.4,5,0.03,348,reviewed,us,us
2019-04-08T06:58:10.910Z,22.094,121.4781,10,5.1,mww,,79,0.809,0.81,us,us2000kc5f,2019-04-12T20:24:52.972Z,"76km E of Hengchun, Taiwan",earthquake,5,1.8,0.068,21,reviewed,us,us
2019-04-08T06:43:40.370Z,18.967,-64.4065,40,2.8,md,11,344,1.6615,0.47,pr,pr2019098004,2019-04-08T07:16:03.846Z,"64km NNE of Road Town, British Virgin Islands",earthquake,5.66,29.09,0.17,8,reviewed,pr,pr
2019-04-08T06:39:42.200Z,-32.0145,-71.7618,33.77,4.2,mwr,,137,1.011,0.73,us,us2000kc5a,2019-04-08T07:06:26.040Z,"69km NW of La Ligua, Chile",earthquake,4.4,4.4,0.038,67,reviewed,us,us
2019-04-08T05:32:39.840Z,19.3755,-68.494,6,2.96,md,6,241,1.947,0.36,pr,pr2019098003,2019-04-12T13:42:09.040Z,"35km N of Otra Banda, Dominican Republic",earthquake,7.19,4.04,0.28,6,reviewed,pr,pr
2019-04-08T04:42:12.590Z,-41.2073,-90.5261,10,4.4,mb,,143,13.512,0.77,us,us2000kc4a,2019-04-08T05:10:23.040Z,"Southeast of Easter Island",earthquake,9.7,1.9,0.105,26,reviewed,us,us
2019-04-08T04:12:40.090Z,26.3262,129.5909,10,5.5,mww,,24,1.285,0.94,us,us2000kc3p,2019-04-09T04:16:22.269Z,"163km E of Nago, Japan",earthquake,7.4,1.7,0.035,77,reviewed,us,us
2019-04-08T03:47:00.670Z,40.3096667,-124.415,18.28,2.56,md,19,250,0.0593,0.12,nc,nc73162425,2019-04-10T04:12:03.694Z,"11km W of Petrolia, CA",earthquake,0.51,0.32,0.203,22,reviewed,nc,nc
2019-04-08T03:37:34.397Z,61.437,-150.044,10.1,2.5,ml,,,,0.9,ak,ak0194i4oben,2019-04-08T04:12:07.040Z,"6km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-04-08T03:23:49.820Z,-2.1185,-80.3156,52.58,4.9,mb,,56,2.992,0.85,us,us2000kc35,2019-04-08T16:50:48.080Z,"32km SSW of Pedro Carbo, Ecuador",earthquake,9.2,4.5,0.026,452,reviewed,us,us
2019-04-08T03:19:10.089Z,66.2849,-156.932,0,3.2,ml,,,,0.85,ak,ak0194i4kehj,2019-04-08T03:56:11.040Z,"69km S of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-04-08T03:13:58.110Z,-19.5584,66.1616,10,4.8,mb,,195,32.369,1.16,us,us2000kc3j,2019-04-08T04:00:57.040Z,"288km E of Ile Rodrigues, Mauritius",earthquake,15.8,1.9,0.077,52,reviewed,us,us
2019-04-08T02:59:48.870Z,20.5109,121.9289,10,4.8,mb,,118,2.427,1.11,us,us2000kc2x,2019-04-08T03:25:47.040Z,"8km NNW of Basco, Philippines",earthquake,4.2,1.8,0.045,154,reviewed,us,us
2019-04-08T02:07:34.720Z,6.8105,-73.0414,152.55,4.4,mb,,42,0.912,1.02,us,us2000kc2d,2019-04-08T03:05:48.338Z,"13km N of Aratoca, Colombia",earthquake,7.8,5.8,0.042,161,reviewed,us,us
2019-04-08T01:54:52.300Z,13.1296,95.4116,10,5.1,mww,,58,2.989,1.08,us,us2000kc24,2019-04-08T21:48:59.040Z,"Andaman Islands, India region",earthquake,6,1.9,0.073,18,reviewed,us,us
2019-04-08T01:51:30.530Z,19.173,-65.1488,60,2.82,md,12,331,1.2461,0.41,pr,pr2019098000,2019-04-09T02:20:18.040Z,"95km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.05,11.42,0.47,11,reviewed,pr,pr
2019-04-08T01:29:01.989Z,57.0433,-158.0092,0,2.9,ml,,,,0.85,ak,ak0194i3fnxc,2019-04-08T01:35:39.198Z,"99km NNE of Chignik Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-04-08T00:01:00.680Z,54.443,-161.0656,35,4.4,mb,,156,0.942,1.1,us,us2000kc0f,2019-04-09T04:55:28.040Z,"104km WSW of Chernabura Island, Alaska",earthquake,4.2,2,0.052,106,reviewed,us,us
2019-04-07T23:17:07.010Z,-24.121,-67.1656,221.31,4.6,mb,,75,1.489,0.76,us,us2000kbzy,2019-04-08T01:54:38.040Z,"86km W of San Antonio de los Cobres, Argentina",earthquake,5,10.9,0.223,6,reviewed,us,us
2019-04-07T22:34:27.320Z,18.8901,-67.3058,8,2.84,md,7,244,0.4653,0.21,pr,pr2019097009,2019-04-08T00:15:00.563Z,"49km NNW of San Antonio, Puerto Rico",earthquake,0.99,1,0.23,5,reviewed,pr,pr
2019-04-07T21:48:02.040Z,18.7295,-67.5923,108,3.16,md,3,210,0.8694,0.16,pr,pr2019097010,2019-04-08T00:16:29.138Z,"56km NW of Rincon, Puerto Rico",earthquake,5.38,4.14,0.04,3,reviewed,pr,pr
2019-04-07T21:33:04.439Z,62.1343,-152.0994,104,2.6,ml,,,,0.61,ak,ak0194grtuk0,2019-04-07T21:45:53.760Z,"105km W of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-07T21:24:39.740Z,50.4357,156.2253,84.31,4.4,mb,,137,2.828,0.38,us,us2000kby1,2019-04-07T21:44:11.040Z,"27km SSE of Severo-Kuril'sk, Russia",earthquake,12.2,8.8,0.109,24,reviewed,us,us
2019-04-07T19:53:05.430Z,-40.8505,-86.0558,10,4.7,mb,,282,9.212,1.32,us,us2000kbx6,2019-04-07T20:10:29.040Z,"West Chile Rise",earthquake,17,2,0.102,29,reviewed,us,us
2019-04-07T19:45:34.960Z,0.8833,123.1563,59.85,4.9,mb,,70,1.95,1.02,us,us2000kbwz,2019-04-07T19:59:38.040Z,"12km WSW of Boroko, Indonesia",earthquake,5.6,9.1,0.106,28,reviewed,us,us
2019-04-07T19:14:59.870Z,-19.0803,-174.3243,19.67,5.2,mww,,37,4.158,1.22,us,us2000kbwq,2019-04-07T19:48:28.104Z,"59km SW of Neiafu, Tonga",earthquake,10.4,3.9,0.073,18,reviewed,us,us
2019-04-07T18:59:10.580Z,-61.0115,153.7166,10,4.8,mb,,128,16.801,1.15,us,us2000kbwn,2019-04-07T19:18:00.040Z,"Balleny Islands region",earthquake,8.8,2,0.119,22,reviewed,us,us
2019-04-07T18:55:37.270Z,18.0375,-68.8466,132,3.41,md,6,236,0.6659,0.44,pr,pr2019097008,2019-04-07T20:38:21.405Z,"45km SSE of La Romana, Dominican Republic",earthquake,9.55,5.08,0.07,3,reviewed,pr,pr
2019-04-07T17:17:13.040Z,18.5875,-65.5586,67,2.82,md,7,313,0.5316,0.15,pr,pr2019097007,2019-04-07T20:37:45.646Z,"29km NE of Luquillo, Puerto Rico",earthquake,1.75,1.74,0.08,4,reviewed,pr,pr
2019-04-07T16:50:13.570Z,-6.7306,103.2976,10,4.6,mb,,164,2.379,0.63,us,us2000kbvd,2019-04-07T17:10:53.040Z,"174km SSW of Biha, Indonesia",earthquake,8.6,1.9,0.105,27,reviewed,us,us
2019-04-07T16:38:14.030Z,-6.9409,155.7024,35,4.8,mb,,58,4.457,0.75,us,us2000kbvm,2019-04-07T17:52:01.040Z,"73km SSE of Panguna, Papua New Guinea",earthquake,7.1,2,0.075,55,reviewed,us,us
2019-04-07T16:25:11.633Z,57.3513,-153.8234,34,2.8,ml,,,,1,ak,ak0194goszdk,2019-04-07T16:56:43.040Z,"22km SSE of Larsen Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-04-07T15:45:07.990Z,-41.2856,-87.4832,6.36,5.7,mww,,58,10.266,0.89,us,us2000kbur,2019-04-08T17:41:50.040Z,"West Chile Rise",earthquake,10.3,3.9,0.052,35,reviewed,us,us
2019-04-07T15:19:27.490Z,-20.4364,169.6833,143.12,4.7,mb,,90,3.004,0.52,us,us2000kbuk,2019-04-07T16:09:16.040Z,"107km SSE of Isangel, Vanuatu",earthquake,7.8,5.3,0.077,51,reviewed,us,us
2019-04-07T14:57:35.210Z,-31.9914,-71.8485,68.52,4.5,mb,,150,1.043,0.6,us,us2000kbuc,2019-04-07T15:42:27.093Z,"76km WSW of Illapel, Chile",earthquake,7.6,12.4,0.222,6,reviewed,us,us
2019-04-07T13:41:33.960Z,2.5019,128.49,226.18,4.6,mb,,88,2.052,0.48,us,us2000kbtr,2019-04-07T17:12:39.040Z,"100km NNE of Tobelo, Indonesia",earthquake,11.2,7.8,0.114,23,reviewed,us,us
2019-04-07T12:20:45.230Z,-33.7403,-72.6367,10,4.3,mb,,185,0.856,0.64,us,us2000kbt0,2019-04-07T12:54:44.185Z,"95km W of San Antonio, Chile",earthquake,4.9,1.9,0.201,7,reviewed,us,us
2019-04-07T12:03:13.490Z,63.3035,-151.1486,1.16,3,ml,,56,0.269,0.53,us,us2000kbsv,2019-04-07T12:14:35.040Z,"110km W of Cantwell, Alaska",earthquake,4.9,12.6,0.039,86,reviewed,us,us
2019-04-07T12:02:44.040Z,63.2472,-151.0166,0.1,2.9,ml,,,,1.04,ak,ak0194gmadxx,2019-04-07T12:07:36.225Z,"104km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-04-07T11:44:12.200Z,56.3015,162.6376,37.31,4.3,mb,,103,4.018,0.91,us,us2000kbsp,2019-04-07T11:58:07.040Z,"12km NE of Ust'-Kamchatsk Staryy, Russia",earthquake,10.9,11,0.066,66,reviewed,us,us
2019-04-07T10:52:40.910Z,-33.7642,-72.5208,10,5.7,mww,,79,0.763,0.86,us,us2000kbs5,2019-04-08T17:40:58.040Z,"85km WSW of San Antonio, Chile",earthquake,3.8,1.9,0.052,36,reviewed,us,us
2019-04-07T10:16:59.460Z,19.3953333,-155.3278333,11.89,2.66,ml,60,38,0.005098,0.11,hv,hv70896866,2019-04-08T21:34:49.690Z,"10km WSW of Volcano, Hawaii",earthquake,0.24,0.19,0.149,40,reviewed,hv,hv
2019-04-07T10:01:47.754Z,66.2933,-157.5386,1.6,3.2,ml,,,,0.89,ak,ak0194gl3b9x,2019-04-07T10:21:33.040Z,"74km SSW of Kobuk, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-04-07T08:29:37.900Z,19.8551,-73.2213,10,3.8,ml,,137,1.586,0.63,us,us2000kbrv,2019-04-07T12:21:39.503Z,"3km W of Jean-Rabel, Haiti",earthquake,2.8,2,0.081,20,reviewed,us,us
2019-04-07T08:27:25.710Z,41.5081,46.9423,10,4.2,mb,,48,3.043,1.16,us,us2000kbr2,2019-04-07T09:16:22.452Z,"4km NNE of Cinarli, Azerbaijan",earthquake,8.4,2,0.098,29,reviewed,us,us
2019-04-07T07:46:42.980Z,36.5158,70.2216,216.35,4.2,mb,,96,1.533,0.52,us,us2000kbqj,2019-04-07T07:58:33.040Z,"33km E of Farkhar, Afghanistan",earthquake,7.3,8.1,0.264,4,reviewed,us,us
2019-04-07T07:15:28.050Z,-8.194,119.5639,174.1,4.5,mb,,67,2.681,0.79,us,us2000kbq0,2019-04-07T07:32:42.040Z,"43km N of Komodo, Indonesia",earthquake,5.5,7.9,0.121,20,reviewed,us,us
2019-04-07T07:02:15.320Z,-32.0537,-178.0656,10,5.1,mb,,67,6.252,1.04,us,us2000kbpu,2019-04-07T07:22:22.040Z,"104km SE of L'Esperance Rock, New Zealand",earthquake,10.4,1.9,0.067,72,reviewed,us,us
2019-04-07T06:43:28.650Z,11.4336,-86.5938,43.6,4.8,mb,,102,0.747,1.25,us,us2000kbpj,2019-04-07T07:09:13.040Z,"40km SSW of Masachapa, Nicaragua",earthquake,5.9,7,0.027,430,reviewed,us,us
